nom du dossier,Superficie bien vendu,Désignation du bien,Surface utile,Montant mise en vente,Vendeurs,Acquéreurs,Dates,Quartiers,CODES,Cod acteurs,,code date,Code cadastre
IA,,Appartement et annexes,"60,51",153000,SACI-SCCV,Particulier,07/01/2009,,Apparteme,SACI-SCCV,Particuli,1,
IA,,Garage,,15000,Particulier,Particulier,07/01/2009,HF -Hopitaux Facultés,Garage,Particuli,Particuli,1,HF -Hopita
IA,,Garage,,7500,SCI,Particulier,07/01/2009,CE -La Martelle,Garage,SCI,Particuli,1,CE -La Mar
IA,,Appartement et annexes,54,141000,Particulier,Particulier,08/01/2009,PM -Millénaire,Apparteme,Particuli,Particuli,1,PM -Millén
IA,,Appartement et annexes,"71,53",141000,SACI-SCCV,Particulier,08/01/2009,CE -Les Cévennes,Apparteme,SACI-SCCV,Particuli,1,CE -Les Cé
IA,,Parking,,5000,Particulier,Particulier,08/01/2009,PM -Port Marianne,Parking,Particuli,Particuli,1,PM -Port M
IA,,Appartement et annexes,"98,68",218000,Particulier,Particulier,08/01/2009,CE -La Martelle,Apparteme,Particuli,Particuli,1,CE -La Mar
IA,,Appartement et annexes,"71,32",131000,Particulier,Particulier,08/01/2009,MC -Boutonnet,Apparteme,Particuli,Particuli,1,MC -Bouton
IA,,Appartement et annexes,"52,33",45000,Particulier,Particulier,21/01/2009,MO -La Paillade,Apparteme,Particuli,Particuli,1,MO -La Pai
IA,,Appartement,23,59000,SACI-SCCV,Particulier,12/01/2009,MC -Gares,Apparteme,SACI-SCCV,Particuli,1,MC -Gares
IA,301,Maison,472,450000,Particulier,Particulier,12/01/2009,MC -Boutonnet,Maison,Particuli,Particuli,1,MC -Bouton
IA,,Appartement,"22,09",40000,Particulier,Particulier,12/01/2009,MC -Les Arceaux,Apparteme,Particuli,Particuli,1,MC -Les Ar
IA,,Appartement et annexes,33,122500,Particulier,Particulier,12/01/2009,MC -Les Arceaux,Apparteme,Particuli,Particuli,1,MC -Les Ar
IA,,Appartement et annexes,"82,46",180000,Particulier,Particulier,12/01/2009,MC -Antigone,Apparteme,Particuli,Particuli,1,MC -Antigo
IA,,Appartement,"39,09",129000,Particulier,,09/01/2009,MC -Centre Historique,Apparteme,Particuli,,1,MC -Centre
IA,,Appartement,26,45500,Particulier,Particulier,09/01/2009,MC -Centre Historique,Apparteme,Particuli,Particuli,1,MC -Centre
IA,,Appartement et annexes,"14,56",37000,Particulier,Particulier,09/01/2009,MC -Les Beaux Arts,Apparteme,Particuli,Particuli,1,MC -Les Be
IA,,Appartement,"115,8",230000,SACI-SCCV,Particulier,07/01/2009,MC -Comédie,Apparteme,SACI-SCCV,Particuli,1,MC -Comédi
IA,,Appartement,"29,35",59000,Particulier,Particulier,08/01/2009,MC -Centre Historique,Apparteme,Particuli,Particuli,1,MC -Centre
IA,,Appartement et annexes,"43,79",129000,Particulier,Particulier,08/01/2009,MC -Centre Historique,Apparteme,Particuli,Particuli,1,MC -Centre
IA,,Appartement,"48,59",85000,Particulier,Particulier,05/01/2009,MC -Centre Historique,Apparteme,Particuli,Particuli,1,MC -Centre
IA,,Appartement,20,24000,SCI,SEM,05/01/2009,MC -Centre Historique,Apparteme,SCI,SEM,1,MC -Centre
IA,,Appartement,"21,69",80000,Particulier,Particulier,05/01/2009,MC -Centre Historique,Apparteme,Particuli,Particuli,1,MC -Centre
IA,,Appartements 2 et +,"70,05",200000,Particulier,Particulier,05/01/2009,MC -Comédie,Apparteme,Particuli,Particuli,1,MC -Comédi
IA,,Appartement et annexes,"35,49",54000,SACI-SCCV,Particulier,05/01/2009,MC -Centre Historique,Apparteme,SACI-SCCV,Particuli,1,MC -Centre
IA,,Appartement et annexes,25,40000,Particulier,Particulier,05/01/2009,MC -Centre Historique,Apparteme,Particuli,Particuli,1,MC -Centre
IA,,Appartements 2 et +,"76,35",160000,Particulier,Particulier,07/01/2009,MC -Comédie,Apparteme,Particuli,Particuli,1,MC -Comédi
IA,,Appartement,"17,94",35000,Particulier,Particulier,13/01/2009,CE -Alco,Apparteme,Particuli,Particuli,1,CE -Alco
IA,215000,Appartement et annexes,93,215000,Particulier,Particulier,05/01/2009,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,1,HF -Hopita
IA,,Appartement et annexes,"74,73",150000,Particulier,Particulier,05/01/2009,CE -Les Cévennes,Apparteme,Particuli,Particuli,1,CE -Les Cé
IA,,Appartement et annexes,"61,15",125000,Particulier,,05/01/2009,CA -Lemasson,Apparteme,Particuli,,1,CA -Lemass
IA,,Appartement et annexes,,127000,Particulier,Particulier,05/01/2009,CE -Les Cévennes,Apparteme,Particuli,Particuli,1,CE -Les Cé
IA,,Appartement et annexes,"70,18",158000,Particulier,Particulier,05/01/2009,,Apparteme,Particuli,Particuli,1,
IA,,Local professionnel,"427,27",150001,SACI-SCCV,SACI-SCCV,05/01/2009,CA -Estanove,Local pro,SACI-SCCV,SACI-SCCV,1,CA -Estano
IA,,Appartement et annexes,"92,3",220000,Particulier,Particulier,05/01/2009,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,1,HF -Hopita
IA,,Garage,,13000,Particulier,Particulier,05/01/2009,PM -Port Marianne,Garage,Particuli,Particuli,1,PM -Port M
IA,,Appartement,"20,62",62000,Particulier,,05/01/2009,HF -Hopitaux Facultés,Apparteme,Particuli,,1,HF -Hopita
IA,,Appartement et annexes,"21,7",67000,Particulier,Particulier,05/01/2009,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,1,HF -Hopita
IA,114000,Appartement et annexes,"59,08",114000,Particulier,Particulier,06/01/2009,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,1,HF -Hopita
IA,,Appartement,"35,98",83000,Particulier,Particulier,06/01/2009,CA -Lemasson,Apparteme,Particuli,Particuli,1,CA -Lemass
IA,,Appartement et annexes,"19,97",52000,Particulier,Particulier,06/01/2009,CE -Alco,Apparteme,Particuli,Particuli,1,CE -Alco
IA,,Appartement et annexes,35,109000,Particulier,Particulier,06/01/2009,CA -Croix d'Argent,Apparteme,Particuli,Particuli,1,CA -Croix 
IA,,Appartement,"43,93",80000,Particulier,Particulier,07/01/2009,CE -La Chamberte,Apparteme,Particuli,Particuli,1,CE -La Cha
IA,,Appartement et annexes,"28,9",70000,Particulier,Particulier,07/01/2009,CE -Les Cévennes,Apparteme,Particuli,Particuli,1,CE -Les Cé
IA,,Appartement et annexes,"65,52",106000,Particulier,Particulier,05/01/2009,MO -Hauts de Massane,Apparteme,Particuli,Particuli,1,MO -Hauts 
IA,105,Maison,200,155000,SACI-SCCV,SCI,31/03/2009,MC -Gambetta,Maison,SACI-SCCV,SCI,3,MC -Gambet
IA,4984,Terrain et bâtis divers,295,2273000,Particulier,SCI,09/01/2009,PM -Pompignane,Terrain e,Particuli,SCI,1,PM -Pompig
IA,,Appartement,"34,59",82000,Particulier,Particulier,09/01/2009,CE -Alco,Apparteme,Particuli,Particuli,1,CE -Alco
IA,,Appartement et annexes,"81,2",122000,Particulier,Particulier,09/01/2009,CA -Estanove,Apparteme,Particuli,Particuli,1,CA -Estano
IA,,Local commercial,,83000,Particulier,Particulier,08/01/2009,PM -Pompignane,Local com,Particuli,Particuli,1,PM -Pompig
IA,,Appartement et annexes,"28,97",60000,Autre personne morale,Particulier,08/01/2009,HF -Aiguelongue,Apparteme,Autre per,Particuli,1,HF -Aiguel
IA,,Appartement et annexes,"65,24",137000,Particulier,Particulier,09/01/2009,CE -Alco,Apparteme,Particuli,Particuli,1,CE -Alco
IA,,Appartement et annexes,"46,26",54000,Particulier,Particulier,09/01/2009,CE -Alco,Apparteme,Particuli,Particuli,1,CE -Alco
IA,,Appartement,"30,89",87000,Particulier,,09/01/2009,PM -Port Marianne,Apparteme,Particuli,,1,PM -Port M
IA,,Appartement et annexes,"22,58",64000,Particulier,Particulier,09/01/2009,PM -Port Marianne,Apparteme,Particuli,Particuli,1,PM -Port M
IA,214,Villa,96,172000,SCI,Particulier,15/01/2009,,Villa,SCI,Particuli,1,
IA,58,Local professionnel,58,63000,SCI,Particulier,12/01/2009,,Local pro,SCI,Particuli,1,
IA,,Appartement et annexes,"31,17",60000,Particulier,Particulier,26/01/2009,PA -Saint Martin,Apparteme,Particuli,Particuli,1,PA -Saint 
IA,"357,75",Local commercial,"289,48",340000,Particulier,Particulier,07/01/2009,MC -Centre Historique,Local com,Particuli,Particuli,1,MC -Centre
IA,99,Villa,"144,69",362000,Particulier,Particulier,09/01/2009,MO -Hauts de Massane,Villa,Particuli,Particuli,1,MO -Hauts 
IA,,Garage,,18000,Constructeur,Particulier,12/01/2009,PM -Port Marianne,Garage,Construct,Particuli,1,PM -Port M
IA,,Appartement et annexes,"62,51",120000,Particulier,Particulier,09/01/2009,PA -Saint Martin,Apparteme,Particuli,Particuli,1,PA -Saint 
IA,,Appartement et annexes,"74,08",250000,SCI,Particulier,15/01/2009,PM -Port Marianne,Apparteme,SCI,Particuli,1,PM -Port M
IA,,Appartement et annexes,"46,73",90000,Particulier,Particulier,09/01/2009,CE -Alco,Apparteme,Particuli,Particuli,1,CE -Alco
IA,,Local commercial,"44,1",57500,SCI,Particulier,09/01/2009,,Local com,SCI,Particuli,1,
IA,,Appartement et annexes,"115,2",310000,Particulier,Particulier,12/01/2009,HF -Aiguelongue,Apparteme,Particuli,Particuli,1,HF -Aiguel
IA,,Appartement,"18,13",52000,Particulier,Particulier,12/01/2009,CE -Alco,Apparteme,Particuli,Particuli,1,CE -Alco
IA,,Appartement et annexes,70,111000,Particulier,Particulier,12/01/2009,CA -Lemasson,Apparteme,Particuli,Particuli,1,CA -Lemass
IA,,Appartement et annexes,"58,8",177000,Particulier,Particulier,26/01/2009,MC -Boutonnet,Apparteme,Particuli,Particuli,1,MC -Bouton
IA,121,Maison,100,200000,Particulier,Particulier,22/01/2009,CA -Lemasson,Maison,Particuli,Particuli,1,CA -Lemass
IA,,Appartement et annexes,"80,73",81500,Particulier,Particulier,12/01/2009,MO -La Paillade,Apparteme,Particuli,Particuli,1,MO -La Pai
IA,600,Villa,"203,32",400000,Particulier,Particulier,13/01/2009,,Villa,Particuli,Particuli,1,
IA,,Appartement et annexes,"23,57",78000,Particulier,Particulier,14/01/2009,HF -Plan des quatre Seigneurs,Apparteme,Particuli,Particuli,1,HF -Plan d
IA,,Appartement et annexes,"39,19",78000,Particulier,,14/01/2009,HF -Hopitaux Facultés,Apparteme,Particuli,,1,HF -Hopita
IA,,Garage,,8700,Particulier,Particulier,13/01/2009,PA -Saint Martin,Garage,Particuli,Particuli,1,PA -Saint 
IA,,Appartement,"29,22",83000,SACI-SCCV,Particulier,13/01/2009,PA -Aiguerelles,Apparteme,SACI-SCCV,Particuli,1,PA -Aiguer
IA,,Appartement,"29,38",72000,Particulier,Particulier,13/01/2009,CE -Alco,Apparteme,Particuli,Particuli,1,CE -Alco
IA,,Appartement,"31,3",82000,Particulier,Particulier,13/01/2009,MO -Celleneuve,Apparteme,Particuli,Particuli,1,MO -Cellen
IA,,Appartement et annexes,"59,75",93000,Particulier,Particulier,13/01/2009,CA -Lemasson,Apparteme,Particuli,Particuli,1,CA -Lemass
IA,,Garage,,7500,SCI,SCI,13/01/2009,HF -Hopitaux Facultés,Garage,SCI,SCI,1,HF -Hopita
IA,,Appartement et annexes,"44,63",125000,Particulier,Particulier,13/01/2009,PM -Port Marianne,Apparteme,Particuli,Particuli,1,PM -Port M
IA,,Appartement et annexes,"93,11",84000,Particulier,Particulier,14/01/2009,MO -Hauts de Massane,Apparteme,Particuli,Particuli,1,MO -Hauts 
IA,,Appartement,"96,75",165000,Particulier,,19/01/2009,MC -Les Arceaux,Apparteme,Particuli,,1,MC -Les Ar
IA,,Appartement,"69,08",142000,Particulier,Particulier,16/01/2009,MC -Figuerolles,Apparteme,Particuli,Particuli,1,MC -Figuer
IA,,Parking,,9000,Particulier,Particulier,14/01/2009,MC -Gares,Parking,Particuli,Particuli,1,MC -Gares
IA,,Appartement et annexes,"57,64",187000,Particulier,Particulier,15/01/2009,MC -Antigone,Apparteme,Particuli,Particuli,1,MC -Antigo
IA,,Appartement et annexes,"89,5",249000,Particulier,Particulier,15/01/2009,MC -Antigone,Apparteme,Particuli,Particuli,1,MC -Antigo
IA,,Appartement et annexes,"59,24",140000,Particulier,Particulier,15/01/2009,MC -Gares,Apparteme,Particuli,Particuli,1,MC -Gares
IA,,Appartement et annexes,,281000,Particulier,Particulier,15/01/2009,MC -Comédie,Apparteme,Particuli,Particuli,1,MC -Comédi
IA,,Cave,,6802,Particulier,,16/01/2009,MC -Gambetta,Cave,Particuli,,1,MC -Gambet
IA,,Appartement,"51,05",154000,SACI-SCCV,Particulier,14/01/2009,MC -Gares,Apparteme,SACI-SCCV,Particuli,1,MC -Gares
IA,,Appartement,"123,5",325000,Particulier,Particulier,14/01/2009,MC -Gares,Apparteme,Particuli,Particuli,1,MC -Gares
IA,,Appartement,"47,27",80000,Particulier,SCI,14/01/2009,MC -Gambetta,Apparteme,Particuli,SCI,1,MC -Gambet
IA,,Local commercial,"42,1",84000,Particulier,SCI,13/01/2009,MC -Comédie,Local com,Particuli,SCI,1,MC -Comédi
IA,,Appartement,"13,86",40000,Particulier,Particulier,15/01/2009,MC -Centre Historique,Apparteme,Particuli,Particuli,1,MC -Centre
IA,64000,Appartement et annexes,"27,71",64000,SCI,Particulier,14/01/2009,MC -Centre Historique,Apparteme,SCI,Particuli,1,MC -Centre
IA,,Local commercial,"41,85",75000,SACI-SCCV,,14/01/2009,MC -Centre Historique,Local com,SACI-SCCV,,1,MC -Centre
IA,,Appartement et annexes,"36,87",83000,Particulier,Particulier,14/01/2009,MC -Centre Historique,Apparteme,Particuli,Particuli,1,MC -Centre
IA,,Appartement et annexes,"129,66",460000,Particulier,Particulier,20/01/2009,MC -Centre Historique,Apparteme,Particuli,Particuli,1,MC -Centre
IA,,Appartement et annexes,93,179000,Particulier,Particulier,15/01/2009,MC -Centre Historique,Apparteme,Particuli,Particuli,1,MC -Centre
IA,,Local commercial,"119,23",215000,Particulier,Particulier,19/01/2009,MC -Centre Historique,Local com,Particuli,Particuli,1,MC -Centre
IA,,Appartement,"75,5",157000,Particulier,,19/01/2009,MC -Centre Historique,Apparteme,Particuli,,1,MC -Centre
IA,,Appartement,"46,45",101000,Particulier,Particulier,15/01/2009,MC -Centre Historique,Apparteme,Particuli,Particuli,1,MC -Centre
IA,,Appartement,"100,03",340000,Particulier,Particulier,15/01/2009,MC -Comédie,Apparteme,Particuli,Particuli,1,MC -Comédi
IA,,Appartement et annexes,28,72000,Particulier,Particulier,15/01/2009,MC -Centre Historique,Apparteme,Particuli,Particuli,1,MC -Centre
IA,,Couloir,,1,Autre personne morale,Particulier,15/01/2009,MC -Comédie,Couloir,Autre per,Particuli,1,MC -Comédi
IA,,Appartement,"35,37",75000,Particulier,SCI,19/01/2009,MC -Comédie,Apparteme,Particuli,SCI,1,MC -Comédi
IA,,Appartement,"25,05",45000,Particulier,Particulier,19/01/2009,MC -Gares,Apparteme,Particuli,Particuli,1,MC -Gares
IA,,Garage,,45000,Particulier,Particulier,19/01/2009,MC -Gambetta,Garage,Particuli,Particuli,1,MC -Gambet
IA,,Appartement,"73,48",220000,Particulier,Particulier,19/01/2009,MC -Gambetta,Apparteme,Particuli,Particuli,1,MC -Gambet
IA,,Appartement,"68,92",165000,Particulier,Particulier,19/01/2009,MC -Gares,Apparteme,Particuli,Particuli,1,MC -Gares
IA,,Appartement,"15,01",50000,SACI-SCCV,Particulier,19/01/2009,MC -Les Aubes,Apparteme,SACI-SCCV,Particuli,1,MC -Les Au
IA,114,Maison,100,338000,Particulier,Particulier,20/01/2009,MC -Boutonnet,Maison,Particuli,Particuli,1,MC -Bouton
IA,,Appartement et annexes,"68,71",110000,SCI,Particulier,27/01/2009,MC -Les Aubes,Apparteme,SCI,Particuli,1,MC -Les Au
IA,,,,209500,Particulier,Particulier,14/01/2009,CA -Pas du Loup,,Particuli,Particuli,1,CA -Pas du
IA,150,Villa,91,235000,Particulier,Particulier,15/01/2009,CE -La Martelle,Villa,Particuli,Particuli,1,CE -La Mar
IA,,Villa,121,275000,Particulier,Particulier,14/01/2009,CE -Alco,Villa,Particuli,Particuli,1,CE -Alco
IA,2487,Terrain et bâtis divers,815,900000,Entreprise industrielle ou commerciale (EPIC),Particulier,14/01/2009,PM -Millénaire,Terrain e,Entrepris,Particuli,1,PM -Millén
IA,,Appartement et annexes,"71,17",194000,Particulier,Particulier,02/02/2009,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,2,HF -Hopita
IA,,Appartement et annexes,"53,1",172000,Particulier,Particulier,15/01/2009,MC -Antigone,Apparteme,Particuli,Particuli,1,MC -Antigo
IA,291,Villa,106,272500,Particulier,Particulier,15/01/2009,CA -Estanove,Villa,Particuli,Particuli,1,CA -Estano
IA,,Appartement,,,Particulier,,12/01/2009,PA -Aiguerelles,Apparteme,Particuli,,1,PA -Aiguer
IA,64,Terrain,,560,Particulier,,15/01/2009,HF -Plan des quatre Seigneurs,Terrain,Particuli,,1,HF -Plan d
IA,,Appartement et annexes,"69,33",144500,Particulier,Particulier,14/01/2009,CA -Pas du Loup,Apparteme,Particuli,Particuli,1,CA -Pas du
IA,,Appartement et annexes,"113,73",200000,Autre personne morale,Particulier,14/01/2009,,Apparteme,Autre per,Particuli,1,
IA,,Appartement,"28,25",55000,Particulier,Particulier,14/01/2009,CE -Alco,Apparteme,Particuli,Particuli,1,CE -Alco
IA,,Appartement et annexes,"31,42",65250,SCI,Particulier,14/01/2009,CE -Les Cévennes,Apparteme,SCI,Particuli,1,CE -Les Cé
IA,,Appartement et annexes,"62,42",104000,SCI,Particulier,15/01/2009,CE -Alco,Apparteme,SCI,Particuli,1,CE -Alco
IA,,Garage,,14000,Particulier,Particulier,15/01/2009,PM -Port Marianne,Garage,Particuli,Particuli,1,PM -Port M
IA,,Appartement et annexes,"35,54",108000,Particulier,Particulier,15/01/2009,PM -Port Marianne,Apparteme,Particuli,Particuli,1,PM -Port M
IA,,Appartement et annexes,"40,81",185000,Particulier,Particulier,15/01/2009,PM -Port Marianne,Apparteme,Particuli,Particuli,1,PM -Port M
IA,,Appartement et annexes,"58,01",61000,Particulier,SCI,15/01/2009,CE -Alco,Apparteme,Particuli,SCI,1,CE -Alco
IA,,Parking,,10000,Particulier,Particulier,19/01/2009,HF -Hopitaux Facultés,Parking,Particuli,Particuli,1,HF -Hopita
IA,,Appartement et annexes,"62,88",109000,Particulier,Particulier,19/01/2009,PA -Aiguerelles,Apparteme,Particuli,Particuli,1,PA -Aiguer
IA,,Appartement et annexes,"71,2",182000,Particulier,Particulier,19/01/2009,CA -Estanove,Apparteme,Particuli,Particuli,1,CA -Estano
IA,,Appartement et annexes,"98,9",136000,Particulier,Particulier,19/01/2009,MO -La Paillade,Apparteme,Particuli,Particuli,1,MO -La Pai
IA,,Appartement et annexes,58,55000,Particulier,SCI,19/01/2009,CE -Alco,Apparteme,Particuli,SCI,1,CE -Alco
IA,,Appartement et annexes,"73,12",170000,Particulier,,19/01/2009,HF -Plan des quatre Seigneurs,Apparteme,Particuli,,1,HF -Plan d
IA,,Local professionnel,"45,11",83000,Particulier,Particulier,02/02/2009,PM -Pompignane,Local pro,Particuli,Particuli,2,PM -Pompig
IA,300000,Appartement et annexes,"72,56",300000,Particulier,Particulier,19/01/2009,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,1,HF -Hopita
IA,,Appartement et annexes,"34,43",92000,Particulier,Particulier,19/01/2009,CE -La Chamberte,Apparteme,Particuli,Particuli,1,CE -La Cha
IA,,Appartement et annexes,"49,23",190000,Particulier,Particulier,19/01/2009,CA -Croix d'Argent,Apparteme,Particuli,Particuli,1,CA -Croix 
IA,,Local professionnel,"256,68",220300,SACI-SCCV,Particulier,20/01/2009,PA -Prés Arènes,Local pro,SACI-SCCV,Particuli,1,PA -Prés A
IA,,Appartement,"33,41",61000,Particulier,Particulier,19/01/2009,PM -Port Marianne,Apparteme,Particuli,Particuli,1,PM -Port M
IA,,Appartement et annexes,"74,35",109000,Particulier,Particulier,22/01/2009,PA -Aiguerelles,Apparteme,Particuli,Particuli,1,PA -Aiguer
IA,,Appartement,"37,86",108800,Particulier,Particulier,22/01/2009,CA -Lemasson,Apparteme,Particuli,Particuli,1,CA -Lemass
IA,,Appartement et annexes,18,80959,SACI-SCCV,Particulier,19/01/2009,,Apparteme,SACI-SCCV,Particuli,1,
IA,,Appartement,"21,57",54000,Particulier,Particulier,19/01/2009,CE -Alco,Apparteme,Particuli,Particuli,1,CE -Alco
IA,,Local ,21,15000,SCI,Particulier,19/01/2009,CE -Alco,Local ,SCI,Particuli,1,CE -Alco
IA,,Parking,,6000,SACI-SCCV,Particulier,19/01/2009,,Parking,SACI-SCCV,Particuli,1,
IA,,Appartement et annexes,"51,55",139000,Particulier,Particulier,19/01/2009,HF -Aiguelongue,Apparteme,Particuli,Particuli,1,HF -Aiguel
IA,,Appartement et annexes,"31,01",110000,SACI-SCCV,,20/01/2009,CE -Alco,Apparteme,SACI-SCCV,,1,CE -Alco
IA,,Appartement et annexes,"66,19",116000,Particulier,Particulier,20/01/2009,CE -La Chamberte,Apparteme,Particuli,Particuli,1,CE -La Cha
IA,,Appartement et annexes,"56,15",95000,Particulier,Particulier,19/01/2009,PA -Saint Martin,Apparteme,Particuli,Particuli,1,PA -Saint 
IA,,Appartement et annexes,"112,25",197000,Particulier,Particulier,19/01/2009,PA -Saint Martin,Apparteme,Particuli,Particuli,1,PA -Saint 
IA,,Appartement et annexes,"34,18",70220,Particulier,Particulier,19/01/2009,CE -Les Cévennes,Apparteme,Particuli,Particuli,1,CE -Les Cé
IA,,Appartement et annexes,"27,5",56050,Particulier,Particulier,30/01/2009,PA -Aiguerelles,Apparteme,Particuli,Particuli,1,PA -Aiguer
IA,,Appartement et annexes,"48,58",155000,Particulier,Particulier,19/01/2009,CE -La Martelle,Apparteme,Particuli,Particuli,1,CE -La Mar
IA,,Appartement,"17,85",47000,Particulier,Particulier,19/01/2009,CE -Alco,Apparteme,Particuli,Particuli,1,CE -Alco
IA,,Appartement et annexes,,,Particulier,,12/01/2009,MO -Celleneuve,Apparteme,Particuli,,1,MO -Cellen
IA,,Appartement,"21,27",50000,SCI,,27/01/2009,CA -Lemasson,Apparteme,SCI,,1,CA -Lemass
IA,,Appartement et annexes,,210000,SCI,Particulier,20/01/2009,MC -Boutonnet,Apparteme,SCI,Particuli,1,MC -Bouton
IA,,Appartement,"28,73",61000,Particulier,Particulier,30/01/2009,CE -Alco,Apparteme,Particuli,Particuli,1,CE -Alco
