nom du dossier,Superficie bien vendu,Désignation du bien,Surface utile,Montant mise en vente,Vendeurs,Acquéreurs,Quartiers,Dates,Dates D,Occup,CODES,Cod acteurs,,Code date,Code cadastre,delais
IA,,Local commercial,45,70000,SCI,Particulier,MC -Boutonnet,05/01/2011,13/01/2011,Sans occupant,Local com,SCI,Particuli,1,MC -Bouton,8
IA,,Appartement et annexes,"45,61",95000,Particulier,Particulier,MC -Gambetta,05/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Gambet,16
IA,,Appartement et annexes,"69,7",350000,Particulier,Particulier,MC -Les Beaux Arts,05/01/2011,13/01/2011,Propriétaire,Apparteme,Particuli,Particuli,1,MC -Les Be,8
IA,376,Villa,"151,93",350000,Particulier,Particulier,MC -Les Aubes,05/01/2011,21/01/2011,Propriétaire,Villa,Particuli,Particuli,1,MC -Les Au,16
IA,,Appartement et annexes,"78,18",325000,Particulier,Particulier,MC -Les Beaux Arts,05/01/2011,13/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Les Be,8
IA,,Appartement,"94,45",237000,Particulier,,MC -Boutonnet,05/01/2011,13/01/2011,Sans occupant,Apparteme,Particuli,,1,MC -Bouton,8
IA,,Appartement et annexes,"36,03",76000,Particulier,Particulier,CE -Les Cévennes,04/01/2011,13/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,CE -Les Cé,9
IA,,Local professionnel,202,350000,SCI,Particulier,MO -La Paillade,06/01/2011,09/02/2011,Propriétaire,Local pro,SCI,Particuli,1,MO -La Pai,34
IA,,Local professionnel,"58,61",135000,SCI,Particulier,PM -Port Marianne,04/01/2011,13/01/2011,Locataire,Local pro,SCI,Particuli,1,PM -Port M,9
IA,,Appartement,"19,63",65000,Particulier,,HF -Hopitaux Facultés,06/01/2011,13/01/2011,Sans occupant,Apparteme,Particuli,,1,HF -Hopita,7
IA,,Appartement et annexes,"70,03",146000,Particulier,Particulier,CA -Lemasson,06/01/2011,13/01/2011,Propriétaire,Apparteme,Particuli,Particuli,1,CA -Lemass,7
IA,,Garage,,7000,Particulier,Particulier,PM -Millénaire,06/01/2011,21/01/2011,,Garage,Particuli,Particuli,1,PM -Millén,15
IA,,Appartement et annexes,49,91000,Particulier,Particulier,MO -Celleneuve,03/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MO -Cellen,18
IA,,Appartement et annexes,"92,3",170000,Particulier,Particulier,PM -Pompignane,03/01/2011,21/01/2011,Propriétaire,Apparteme,Particuli,Particuli,1,PM -Pompig,18
IA,,Appartement et annexes,"20,8",66000,Particulier,Particulier,HF -Hopitaux Facultés,03/01/2011,21/01/2011,Locataire,Apparteme,Particuli,Particuli,1,HF -Hopita,18
IA,,Local professionnel,"64,05",242307,SACI-SCCV,Particulier,PM -Millénaire,11/01/2011,22/02/2011,Sans occupant,Local pro,SACI-SCCV,Particuli,1,PM -Millén,42
IA,,Appartement,"21,9",52500,SCI,Particulier,CE -Alco,04/01/2011,21/01/2011,Sans occupant,Apparteme,SCI,Particuli,1,CE -Alco,17
IA,,Appartement et annexes,"31,12",83000,SCI,Particulier,CE -Les Cévennes,03/01/2011,21/01/2011,Locataire,Apparteme,SCI,Particuli,1,CE -Les Cé,18
IA,,Comble,"9,5",31000,Particulier,Particulier,MC -Centre Historique,06/01/2011,03/03/2011,Sans occupant,Comble,Particuli,Particuli,1,MC -Centre,56
IA,,Local professionnel,"10,34",31000,Particulier,SCI,MC -Centre Historique,06/01/2011,03/03/2011,Sans occupant,Local pro,Particuli,SCI,1,MC -Centre,56
IA,,Appartement et annexes,"15,81",44500,Particulier,Particulier,MC -Centre Historique,06/01/2011,03/03/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Centre,56
IA,,Appartement et annexes,"28,69",45000,Particulier,Particulier,MC -Centre Historique,06/01/2011,03/03/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Centre,56
IA,,Appartements 2 et +,"123,22",315000,Particulier,Particulier,MC -Les Beaux Arts,06/01/2011,27/01/2011,Propriétaire,Apparteme,Particuli,Particuli,1,MC -Les Be,21
IA,,Appartement,"34,04",84000,Particulier,Particulier,MC -Comédie,06/01/2011,21/01/2011,Locataire,Apparteme,Particuli,Particuli,1,MC -Comédi,15
IA,,Appartement,"86,28",303500,Particulier,Particulier,MC -Comédie,07/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Comédi,14
IA,,Appartement,"34,59",121000,Particulier,Particulier,MC -Comédie,07/01/2011,27/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Comédi,20
IA,,Appartement et annexes,79,255000,Particulier,Particulier,MC -Comédie,10/01/2011,27/01/2011,Locataire,Apparteme,Particuli,Particuli,1,MC -Comédi,17
IA,,Local commercial,"37,15",230000,Particulier,Particulier,MC -Comédie,10/01/2011,27/01/2011,Locataire,Local com,Particuli,Particuli,1,MC -Comédi,17
IA,,Local commercial,84,150610,Particulier,Particulier,MC -Centre Historique,10/01/2011,27/01/2011,Locataire,Local com,Particuli,Particuli,1,MC -Centre,17
IA,338000,Appartement,"178,3",338000,Particulier,Particulier,MC -Centre Historique,10/01/2011,09/03/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Centre,58
IA,,Appartement et annexes,"58,42",140000,Particulier,Particulier,MC -Les Aubes,10/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Les Au,11
IA,,Local ,,500,Particulier,Particulier,MC -Les Beaux Arts,10/01/2011,21/01/2011,,Local ,Particuli,Particuli,1,MC -Les Be,11
IA,,Appartement et annexes,"43,4",121000,Particulier,Particulier,MC -Gambetta,10/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Gambet,11
IA,,Appartement,"17,5",64000,Particulier,Particulier,PM -Port Marianne,11/01/2011,21/01/2011,Locataire,Apparteme,Particuli,Particuli,1,PM -Port M,10
IA,,Appartement,20,63000,SCI,Particulier,MC -Comédie,10/01/2011,21/01/2011,Sans occupant,Apparteme,SCI,Particuli,1,MC -Comédi,11
IA,,Appartement et annexes,"59,45",158000,Particulier,Particulier,MC -Les Arceaux,11/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Les Ar,10
IA,388,Villa,78,327000,Particulier,Particulier,MC -Les Aubes,12/01/2011,21/01/2011,Propriétaire,Villa,Particuli,Particuli,1,MC -Les Au,9
IA,110000,Appartement et annexes,"43,46",110000,Particulier,Particulier,MC -Gambetta,11/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Gambet,10
IA,,Appartement et annexes,"107,59",230350,SCI,Particulier,,11/01/2011,21/01/2011,Sans occupant,Apparteme,SCI,Particuli,1,,10
IA,,Appartement,"29,3",70000,Particulier,Particulier,MC -Gares,11/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Gares,10
IA,,Garage,,12000,Particulier,Particulier,MC -Comédie,11/01/2011,21/01/2011,,Garage,Particuli,Particuli,1,MC -Comédi,10
IA,,Appartement et annexes,"59,08",138000,Particulier,Particulier,MC -Boutonnet,11/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Bouton,10
IA,,Appartement et annexes,"69,6",150000,Particulier,Particulier,MC -Les Aubes,11/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Les Au,10
IA,,Appartement et annexes,"71,45",210000,Particulier,Particulier,MC -Antigone,11/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Antigo,10
IA,,Appartement,"67,31",147005,Particulier,Particulier,MC -Figuerolles,11/01/2011,21/01/2011,Propriétaire,Apparteme,Particuli,Particuli,1,MC -Figuer,10
IA,,Appartement et annexes,58,155000,Particulier,Particulier,MC -Boutonnet,11/01/2011,21/01/2011,Propriétaire,Apparteme,Particuli,Particuli,1,MC -Bouton,10
IA,,Appartement et annexes,"30,55",108000,Particulier,Particulier,MC -Les Beaux Arts,11/01/2011,21/01/2011,Locataire,Apparteme,Particuli,Particuli,1,MC -Les Be,10
IA,,Appartement et annexes,"68,67",222000,Particulier,Particulier,MC -Les Beaux Arts,11/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Les Be,10
IA,,Appartement,"25,99",53000,SACI-SCCV,Particulier,MC -Centre Historique,10/01/2011,21/01/2011,Locataire,Apparteme,SACI-SCCV,Particuli,1,MC -Centre,11
IA,6000,Parking,,6000,SACI-SCCV,Particulier,MC -Les Arceaux,10/01/2011,21/01/2011,,Parking,SACI-SCCV,Particuli,1,MC -Les Ar,11
IA,,Appartement,"29,63",105000,Particulier,Particulier,MC -Gares,10/01/2011,21/01/2011,Locataire,Apparteme,Particuli,Particuli,1,MC -Gares,11
IA,,Appartement et annexes,"58,61",158000,Particulier,Particulier,MC -Boutonnet,10/01/2011,21/01/2011,Propriétaire,Apparteme,Particuli,Particuli,1,MC -Bouton,11
IA,,Appartement et annexes,"124,55",350000,Particulier,,MC -Antigone,10/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,,1,MC -Antigo,11
IA,,Appartements 2 et +,"155,05",319500,SACI-SCCV,Particulier,MC -Boutonnet,10/01/2011,21/01/2011,Locataire,Apparteme,SACI-SCCV,Particuli,1,MC -Bouton,11
IA,,Appartement,,,Particulier,,MC -Figuerolles,10/01/2011,03/02/2011,,Apparteme,Particuli,,1,MC -Figuer,24
IA,,Appartement,,,Particulier,,MC -Centre Historique,10/01/2011,,,Apparteme,Particuli,,1,MC -Centre,-40553
IA,,Local commercial,,,SCI,,MC -Gares,10/01/2011,03/02/2011,,Local com,SCI,,1,MC -Gares,24
IA,,Appartement et annexes,,,Particulier,,MC -Boutonnet,10/01/2011,,,Apparteme,Particuli,,1,MC -Bouton,-40553
IA,,Appartement et annexes,36,80000,Particulier,Particulier,MC -Les Beaux Arts,07/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Les Be,14
IA,,Appartement,"21,4",74000,Particulier,Particulier,MC -Boutonnet,07/01/2011,21/01/2011,Locataire,Apparteme,Particuli,Particuli,1,MC -Bouton,14
IA,,Garage,,12000,Particulier,SCI,MC -Gares,07/01/2011,21/01/2011,,Garage,Particuli,SCI,1,MC -Gares,14
IA,,Appartement et annexes,"133,21",585000,Particulier,Particulier,MC -Antigone,07/01/2011,21/01/2011,Propriétaire,Apparteme,Particuli,Particuli,1,MC -Antigo,14
IA,,Appartement et annexes,"37,12",100000,Particulier,Particulier,MC -Gares,07/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Gares,14
IA,,Appartement,68,116000,Particulier,Particulier,MC -Les Aubes,07/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Les Au,14
IA,,Garage,,14000,Particulier,Particulier,MC -Gares,06/01/2011,21/01/2011,,Garage,Particuli,Particuli,1,MC -Gares,15
IA,,Appartement,"39,29",110000,Particulier,,MC -Gambetta,06/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,,1,MC -Gambet,15
IA,,Appartement et annexes,"97,73",150000,Particulier,,MC -Boutonnet,06/01/2011,14/02/2011,Locataire,Apparteme,Particuli,,1,MC -Bouton,39
IA,122,Maison,92,365000,Particulier,,MC -Figuerolles,06/01/2011,08/02/2011,Propriétaire,Maison,Particuli,,1,MC -Figuer,33
IA,,Appartement et annexes,"71,41",135000,Particulier,Particulier,MC -Gambetta,06/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Gambet,15
IA,,Appartement et annexes,"38,5",125000,Particulier,Particulier,CA -Lemasson,06/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,CA -Lemass,15
IA,,Appartements 2 et +,"76,2",96800,Autre personne morale,SEM,MC -Gambetta,06/01/2011,,Sans occupant,Apparteme,Autre per,SEM,1,MC -Gambet,-40549
IA,,Appartement et annexes,"53,92",110000,Particulier,Particulier,MC -Les Aubes,13/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Les Au,8
IA,,Local professionnel,"65,02",175000,SCI,Particulier,MC -Boutonnet,13/01/2011,21/01/2011,Sans occupant,Local pro,SCI,Particuli,1,MC -Bouton,8
IA,12000,Garage,,12000,Particulier,Particulier,MC -Les Aubes,13/01/2011,21/01/2011,,Garage,Particuli,Particuli,1,MC -Les Au,8
IA,,Appartement,"40,45",110000,Particulier,Particulier,MC -Gambetta,13/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Gambet,8
IA,,Appartement et annexes,"47,29",182000,Particulier,Particulier,MC -Les Arceaux,06/01/2011,21/01/2011,Propriétaire,Apparteme,Particuli,Particuli,1,MC -Les Ar,15
IA,,Appartement,"69,56",130000,Particulier,Particulier,CE -La Martelle,13/01/2011,21/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,CE -La Mar,8
IA,270,Villa,,235000,Particulier,Particulier,CE -La Chamberte,03/01/2011,27/01/2011,Sans occupant,Villa,Particuli,Particuli,1,CE -La Cha,24
IA,275,DIA annulée,85,240000,Particulier,Particulier,CA -Lemasson,24/01/2011,14/02/2011,Propriétaire,DIA annul,Particuli,Particuli,1,CA -Lemass,21
IA,,Appartement et annexes,"65,6",80615,Particulier,Particulier,PM -Port Marianne,03/01/2011,27/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,PM -Port M,24
IA,,Appartement et annexes,"47,55",117000,Constructeur,Particulier,,03/01/2011,25/01/2011,Sans occupant,Apparteme,Construct,Particuli,1,,22
IA,,Appartement,"69,56",130000,Particulier,Particulier,CE -La Martelle,07/01/2011,27/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,CE -La Mar,20
IA,,Appartement et annexes,45,112500,Particulier,Particulier,HF -Hopitaux Facultés,06/01/2011,27/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,HF -Hopita,21
IA,,Appartement et annexes,"54,24",160000,Particulier,Particulier,MC -Antigone,12/01/2011,03/02/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Antigo,22
IA,,Appartement,"56,12",140000,SCI,Particulier,MC -Boutonnet,18/01/2011,03/02/2011,Sans occupant,Apparteme,SCI,Particuli,1,MC -Bouton,16
IA,,Parking,,8000,SACI-SCCV,Particulier,MC -Boutonnet,12/01/2011,03/02/2011,,Parking,SACI-SCCV,Particuli,1,MC -Bouton,22
IA,,Appartement,32,74000,Particulier,SCI,MC -Boutonnet,12/01/2011,03/02/2011,Sans occupant,Apparteme,Particuli,SCI,1,MC -Bouton,22
IA,,Appartement,"20,26",53000,Particulier,,MC -Les Arceaux,13/01/2011,03/02/2011,Locataire,Apparteme,Particuli,,1,MC -Les Ar,21
IA,,Appartement et annexes,"68,21",152500,Particulier,SCI,MC -Figuerolles,13/01/2011,03/02/2011,Sans occupant,Apparteme,Particuli,SCI,1,MC -Figuer,21
IA,,Local commercial,"198,1",72000,Particulier,SCI,MC -Gambetta,13/01/2011,03/03/2011,Locataire,Local com,Particuli,SCI,1,MC -Gambet,49
IA,,Garage,,15000,Particulier,Particulier,MC -Antigone,13/01/2011,03/02/2011,,Garage,Particuli,Particuli,1,MC -Antigo,21
IA,,Appartement et annexes,"38,7",140000,Particulier,Particulier,MC -Antigone,14/01/2011,03/02/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Antigo,20
IA,,Appartement et annexes,"46,3",205000,Particulier,Particulier,MC -Antigone,14/01/2011,03/02/2011,Propriétaire,Apparteme,Particuli,Particuli,1,MC -Antigo,20
IA,,Appartement,"71,02",144500,Particulier,Particulier,MC -Gambetta,14/01/2011,03/02/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Gambet,20
IA,,Appartement et annexes,54,232000,SCI,Particulier,MC -Comédie,14/01/2011,03/02/2011,Sans occupant,Apparteme,SCI,Particuli,1,MC -Comédi,20
IA,,Appartement et annexes,"86,49",275000,Particulier,,MC -Antigone,14/01/2011,03/02/2011,Sans occupant,Apparteme,Particuli,,1,MC -Antigo,20
IA,,Appartement et annexes,"78,3",80000,Particulier,,MC -Gambetta,14/01/2011,,Locataire,Apparteme,Particuli,,1,MC -Gambet,-40557
IA,,Appartement,"53,95",80000,Particulier,,MC -Gambetta,14/01/2011,,Sans occupant,Apparteme,Particuli,,1,MC -Gambet,-40557
IA,,Couloir,"7,36",8000,Autre personne morale,SCI,MC -Antigone,17/01/2011,03/02/2011,,Couloir,Autre per,SCI,1,MC -Antigo,17
IA,,Appartement et annexes,"44,25",81000,Particulier,,MC -Les Beaux Arts,13/01/2011,03/03/2011,Sans occupant,Apparteme,Particuli,,1,MC -Les Be,49
IA,,Appartement,"62,75",187000,Particulier,Particulier,MC -Boutonnet,14/01/2011,08/02/2011,Propriétaire,Apparteme,Particuli,Particuli,1,MC -Bouton,25
IA,,Appartement et annexes,"56,59",140000,Particulier,Particulier,MC -Les Beaux Arts,17/01/2011,08/02/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Les Be,22
IA,,Appartement,"40,04",110000,Particulier,,MC -Centre Historique,12/01/2011,08/02/2011,Sans occupant,Apparteme,Particuli,,1,MC -Centre,27
IA,,Appartement,"29,15",98000,Particulier,Particulier,MC -Comédie,12/01/2011,08/02/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Comédi,27
IA,,Appartement et annexes,"273,62",340000,Particulier,,MC -Comédie,18/01/2011,08/02/2011,Locataire,Apparteme,Particuli,,1,MC -Comédi,21
IA,193000,Appartement et annexes,"82,79",193000,Particulier,Particulier,MC -Gambetta,18/01/2011,03/02/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Gambet,16
IA,,DIA annulée,"142,8",208000,Particulier,,MC -Gambetta,18/01/2011,,Sans occupant,DIA annul,Particuli,,1,MC -Gambet,-40561
IA,,Entrepôt,"142,8",72000,Particulier,,MC -Gambetta,18/01/2011,,Locataire,Entrepôt,Particuli,,1,MC -Gambet,-40561
IA,,Local commercial,"80,19",140000,promoteur immobilier,,MC -Gambetta,18/01/2011,24/02/2011,Locataire,Local com,promoteur,,1,MC -Gambet,37
IA,,Appartement,"89,43",187000,Particulier,,MC -Comédie,17/01/2011,24/02/2011,Locataire,Apparteme,Particuli,,1,MC -Comédi,38
IA,,Appartement et annexes,"94,1",395000,Particulier,Particulier,MC -Antigone,17/01/2011,03/02/2011,Propriétaire,Apparteme,Particuli,Particuli,1,MC -Antigo,17
IA,,Appartement et annexes,"85,77",245000,Particulier,Particulier,MC -Boutonnet,17/01/2011,03/02/2011,Propriétaire,Apparteme,Particuli,Particuli,1,MC -Bouton,17
IA,,Appartement,"32,3",74000,Particulier,,MC -Gambetta,17/01/2011,24/02/2011,Sans occupant,Apparteme,Particuli,,1,MC -Gambet,38
IA,,Appartement et annexes,67,260000,Particulier,,MC -Boutonnet,17/01/2011,03/02/2011,Propriétaire,Apparteme,Particuli,,1,MC -Bouton,17
IA,,Appartement,"28,35",80000,Particulier,Particulier,MC -Gares,17/01/2011,03/02/2011,Locataire,Apparteme,Particuli,Particuli,1,MC -Gares,17
IA,,Parking,,10000,SCI,,MC -Centre Historique,17/01/2011,03/02/2011,,Parking,SCI,,1,MC -Centre,17
IA,,Appartement et annexes,"56,88",147000,Particulier,Particulier,MC -Les Beaux Arts,17/01/2011,03/02/2011,Locataire,Apparteme,Particuli,Particuli,1,MC -Les Be,17
IA,,Parking,,1,Particulier,SCI,MC -Boutonnet,17/01/2011,03/02/2011,,Parking,Particuli,SCI,1,MC -Bouton,17
IA,,Parking,,1000,SCI,Autre personne morale,MC -Boutonnet,17/01/2011,03/02/2011,,Parking,SCI,Autre per,1,MC -Bouton,17
IA,,Appartement et annexes,42,123000,Particulier,Particulier,MC -Gambetta,17/01/2011,03/02/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Gambet,17
IA,,Appartement,"35,8",119000,Particulier,Particulier,MC -Gares,17/01/2011,03/02/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MC -Gares,17
IA,84,Maison,80,80000,SCI,Particulier,MC -Gambetta,17/01/2011,03/03/2011,Sans occupant,Maison,SCI,Particuli,1,MC -Gambet,45
IA,,Appartement,"40,31",100000,Particulier,Particulier,MO -La Paillade,14/01/2011,27/01/2011,Locataire,Apparteme,Particuli,Particuli,1,MO -La Pai,13
IA,,Garage,,11000,Particulier,Particulier,PA -Saint Martin,03/01/2011,27/01/2011,,Garage,Particuli,Particuli,1,PA -Saint ,24
IA,,Appartement et annexes,"42,05",95000,Particulier,Particulier,CE -La Chamberte,03/01/2011,27/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,CE -La Cha,24
IA,,DIA annulée,"130,34",198500,SCI,Particulier,CE -La Martelle,04/01/2011,27/01/2011,,DIA annul,SCI,Particuli,1,CE -La Mar,23
IA,,Appartement et annexes,30,140000,Particulier,Particulier,HF -Hopitaux Facultés,05/01/2011,27/01/2011,Locataire,Apparteme,Particuli,Particuli,1,HF -Hopita,22
IA,,Appartement et annexes,"62,73",220000,Particulier,,PM -Port Marianne,05/01/2011,27/01/2011,Sans occupant,Apparteme,Particuli,,1,PM -Port M,22
IA,,Appartement,73,115000,Particulier,Particulier,CA -Estanove,05/01/2011,27/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,CA -Estano,22
IA,,Appartement et annexes,26,85000,Particulier,Particulier,HF -Hopitaux Facultés,05/01/2011,27/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,HF -Hopita,22
IA,,Appartement et annexes,"70,36",195000,Particulier,Particulier,PM -Port Marianne,05/01/2011,27/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,PM -Port M,22
IA,,Appartement et annexes,"59,07",55000,SCI,Particulier,MO -La Paillade,05/01/2011,14/02/2011,Sans occupant,Apparteme,SCI,Particuli,1,MO -La Pai,40
IA,,Maison,"62,86",175000,Particulier,Particulier,HF -Hopitaux Facultés,06/01/2011,27/01/2011,Locataire,Maison,Particuli,Particuli,1,HF -Hopita,21
IA,,Appartement et annexes,"67,34",290000,Particulier,Particulier,PM -Port Marianne,06/01/2011,27/01/2011,Propriétaire,Apparteme,Particuli,Particuli,1,PM -Port M,21
IA,,Appartement et annexes,"67,25",190000,Particulier,,PM -Port Marianne,06/01/2011,27/01/2011,Locataire,Apparteme,Particuli,,1,PM -Port M,21
IA,,Garage,,110000,Particulier,Particulier,HF -Aiguelongue,06/01/2011,,,Garage,Particuli,Particuli,1,HF -Aiguel,-40549
IA,105,Villa,"70,75",408000,Particulier,Particulier,MC -Figuerolles,05/01/2011,27/01/2011,Propriétaire,Villa,Particuli,Particuli,1,MC -Figuer,22
IA,,Appartement,"49,04",173000,Particulier,Particulier,MC -Boutonnet,19/01/2011,03/02/2011,Propriétaire,Apparteme,Particuli,Particuli,1,MC -Bouton,15
IA,622,Villa,210,530000,Particulier,Particulier,CA -Lemasson,05/01/2011,27/01/2011,Propriétaire,Villa,Particuli,Particuli,1,CA -Lemass,22
IA,,Villa,"84,61",269000,Particulier,Particulier,PA -Aiguerelles,05/01/2011,27/01/2011,Sans occupant,Villa,Particuli,Particuli,1,PA -Aiguer,22
IA,1381,Terrain,,370000,promoteur immobilier,,HF -Aiguelongue,05/01/2011,27/01/2011,,Terrain,promoteur,,1,HF -Aiguel,22
IA,,Appartement,23,72000,Particulier,Particulier,MC -Gares,19/01/2011,03/02/2011,Locataire,Apparteme,Particuli,Particuli,1,MC -Gares,15
IA,1111,Villa,156,570000,Particulier,Particulier,CE -La Chamberte,04/01/2011,27/01/2011,Sans occupant,Villa,Particuli,Particuli,1,CE -La Cha,23
IA,,Appartement et annexes,"30,1",100000,Particulier,Particulier,MO -Hauts de Massane,06/01/2011,27/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,MO -Hauts ,21
IA,,DIA annulée,"84,84",161000,Particulier,Particulier,PA -Saint Martin,06/01/2011,27/01/2011,Sans occupant,DIA annul,Particuli,Particuli,1,PA -Saint ,21
IA,,Appartement et annexes,"65,23",130000,Particulier,Particulier,,06/01/2011,27/01/2011,Sans occupant,Apparteme,Particuli,Particuli,1,,21
